datetime,solarenergy
7/25/2018,31
7/26/2018,31
7/27/2018,31
7/28/2018,30
7/29/2018,30
7/30/2018,29
7/31/2018,28
8/1/2018,30
8/2/2018,30
8/3/2018,27
8/4/2018,23
8/5/2018,30
8/6/2018,30
8/7/2018,31
8/8/2018,30
8/9/2018,30
8/10/2018,29
8/11/2018,29
8/12/2018,29
8/13/2018,29
8/14/2018,28
8/15/2018,28
8/16/2018,28
8/17/2018,29
8/18/2018,28
8/19/2018,29
8/20/2018,26
8/21/2018,27
8/22/2018,28
8/23/2018,27
8/24/2018,27
8/25/2018,27
8/26/2018,27
8/27/2018,27
8/28/2018,25
8/29/2018,27
8/30/2018,27
8/31/2018,27
9/1/2018,26
9/2/2018,26
9/3/2018,25
9/4/2018,25
9/5/2018,25
9/6/2018,25
9/7/2018,26
9/8/2018,25
9/9/2018,22
9/10/2018,25
9/11/2018,25
9/12/2018,25
9/13/2018,20
9/14/2018,21
9/15/2018,24
9/16/2018,24
9/17/2018,23
9/18/2018,23
9/19/2018,23
9/20/2018,22
9/21/2018,22
9/22/2018,21
9/23/2018,23
9/24/2018,23
9/25/2018,22
9/26/2018,22
9/27/2018,22
9/28/2018,22
9/29/2018,21
9/30/2018,19
10/1/2018,18
10/2/2018,17
10/3/2018,21
10/4/2018,20
10/5/2018,20
10/6/2018,20
10/7/2018,19
10/8/2018,17
10/9/2018,12
10/10/2018,14
10/11/2018,14
10/12/2018,10
10/13/2018,14
10/14/2018,12
10/15/2018,13
10/16/2018,17
10/17/2018,18
10/18/2018,18
10/19/2018,14
10/20/2018,10
10/21/2018,7
10/22/2018,13
10/23/2018,11
10/24/2018,10
10/25/2018,9
10/26/2018,12
10/27/2018,17
10/28/2018,17
10/29/2018,17
10/30/2018,16
10/31/2018,16
11/1/2018,16
11/2/2018,8
11/3/2018,11
11/4/2018,9
11/5/2018,4
11/6/2018,11
11/7/2018,8
11/8/2018,11
11/9/2018,13
11/10/2018,14
11/11/2018,12
11/12/2018,11
11/13/2018,14
11/14/2018,7
11/15/2018,12
11/16/2018,10
11/17/2018,12
11/18/2018,10
11/19/2018,12
11/20/2018,11
11/21/2018,7
11/22/2018,4
11/23/2018,10
11/24/2018,9
11/25/2018,11
11/26/2018,11
11/27/2018,11
11/28/2018,11
11/29/2018,8
11/30/2018,7
12/1/2018,9
12/2/2018,11
12/3/2018,10
12/4/2018,4
12/5/2018,6
12/6/2018,10
12/7/2018,7
12/8/2018,10
12/9/2018,8
12/10/2018,9
12/11/2018,11
12/12/2018,10
12/13/2018,9
12/14/2018,6
12/15/2018,10
12/16/2018,7
12/17/2018,5
12/18/2018,9
12/19/2018,10
12/20/2018,6
12/21/2018,9
12/22/2018,9
12/23/2018,11
12/24/2018,4
12/25/2018,11
12/26/2018,9
12/27/2018,7
12/28/2018,4
12/29/2018,11
12/30/2018,10
12/31/2018,6
1/1/2019,11
1/2/2019,11
1/3/2019,8
1/4/2019,11
1/5/2019,11
1/6/2019,11
1/7/2019,9
1/8/2019,10
1/9/2019,7
1/10/2019,12
1/11/2019,12
1/12/2019,11
1/13/2019,12
1/14/2019,10
1/15/2019,10
1/16/2019,12
1/17/2019,4
1/18/2019,12
1/19/2019,13
1/20/2019,13
1/21/2019,13
1/22/2019,12
1/23/2019,12
1/24/2019,12
1/25/2019,11
1/26/2019,13
1/27/2019,13
1/28/2019,4
1/29/2019,12
1/30/2019,10
1/31/2019,12
2/1/2019,12
2/2/2019,7
2/3/2019,14
2/4/2019,15
2/5/2019,16
2/6/2019,13
2/7/2019,9
2/8/2019,13
2/9/2019,11
2/10/2019,13
2/11/2019,13
2/12/2019,16
2/13/2019,16
2/14/2019,16
2/15/2019,13
2/16/2019,10
2/17/2019,16
2/18/2019,17
2/19/2019,18
2/20/2019,18
2/21/2019,13
2/22/2019,15
2/23/2019,14
2/24/2019,18
2/25/2019,18
2/26/2019,16
2/27/2019,11
2/28/2019,9
3/1/2019,20
3/2/2019,16
3/3/2019,13
3/4/2019,11
3/5/2019,17
3/6/2019,21
3/7/2019,8
3/8/2019,18
3/9/2019,21
3/10/2019,19
3/11/2019,21
3/12/2019,21
3/13/2019,11
3/14/2019,9
3/15/2019,17
3/16/2019,10
3/17/2019,13
3/18/2019,22
3/19/2019,18
3/20/2019,20
3/21/2019,22
3/22/2019,22
3/23/2019,16
3/24/2019,17
3/25/2019,9
3/26/2019,14
3/27/2019,17
3/28/2019,9
3/29/2019,12
3/30/2019,12
3/31/2019,17
4/1/2019,17
4/2/2019,15
4/3/2019,17
4/4/2019,18
4/5/2019,21
4/6/2019,19
4/7/2019,22
4/8/2019,18
4/9/2019,23
4/10/2019,21
4/11/2019,26
4/12/2019,27
4/13/2019,28
4/14/2019,26
4/15/2019,22
4/16/2019,13
4/17/2019,22
4/18/2019,20
4/19/2019,12
4/20/2019,16
4/21/2019,19
4/22/2019,14
4/23/2019,24
4/24/2019,28
4/25/2019,29
4/26/2019,29
4/27/2019,28
4/28/2019,26
4/29/2019,18
4/30/2019,30
5/1/2019,29
5/2/2019,22
5/3/2019,26
5/4/2019,19
5/5/2019,30
5/6/2019,22
5/7/2019,22
5/8/2019,29
5/9/2019,21
5/10/2019,24
5/11/2019,30
5/12/2019,24
5/13/2019,31
5/14/2019,32
5/15/2019,32
5/16/2019,32
5/17/2019,32
5/18/2019,30
5/19/2019,24
5/20/2019,30
5/21/2019,25
5/22/2019,21
5/23/2019,28
5/24/2019,27
5/25/2019,26
5/26/2019,32
5/27/2019,32
5/28/2019,33
5/29/2019,33
5/30/2019,33
5/31/2019,33
6/1/2019,31
6/2/2019,28
6/3/2019,30
6/4/2019,32
6/5/2019,28
6/6/2019,20
6/7/2019,15
6/8/2019,25
6/9/2019,27
6/10/2019,24
6/11/2019,29
6/12/2019,33
6/13/2019,33
6/14/2019,30
6/15/2019,28
6/16/2019,32
6/17/2019,29
6/18/2019,32
6/19/2019,27
6/20/2019,28
6/21/2019,29
6/22/2019,32
6/23/2019,33
6/24/2019,33
6/25/2019,33
6/26/2019,32
6/27/2019,32
6/28/2019,31
6/29/2019,32
6/30/2019,32
7/1/2019,33
7/2/2019,33
7/3/2019,33
7/4/2019,33
7/5/2019,32
7/6/2019,32
7/7/2019,31
7/8/2019,30
7/9/2019,31
7/10/2019,32
7/11/2019,32
7/12/2019,32
7/13/2019,33
7/14/2019,32
7/15/2019,33
7/16/2019,32
7/17/2019,32
7/18/2019,32
7/19/2019,32
7/20/2019,32
7/21/2019,30
7/22/2019,30
7/23/2019,31
7/24/2019,32
7/25/2019,32
7/26/2019,31
7/27/2019,31
7/28/2019,31
7/29/2019,30
7/30/2019,31
7/31/2019,31
8/1/2019,31
8/2/2019,30
8/3/2019,30
8/4/2019,30
8/5/2019,30
8/6/2019,30
8/7/2019,30
8/8/2019,30
8/9/2019,29
8/10/2019,29
8/11/2019,29
8/12/2019,29
8/13/2019,29
8/14/2019,29
8/15/2019,26
8/16/2019,26
8/17/2019,27
8/18/2019,27
8/19/2019,27
8/20/2019,25
8/21/2019,28
8/22/2019,29
8/23/2019,29
8/24/2019,28
8/25/2019,27
8/26/2019,27
8/27/2019,27
8/28/2019,27
8/29/2019,27
8/30/2019,23
8/31/2019,26
9/1/2019,26
9/2/2019,26
9/3/2019,26
9/4/2019,26
9/5/2019,26
9/6/2019,26
9/7/2019,24
9/8/2019,24
9/9/2019,23
9/10/2019,23
9/11/2019,24
9/12/2019,24
9/13/2019,24
9/14/2019,24
9/15/2019,21
9/16/2019,23
9/17/2019,24
9/18/2019,24
9/19/2019,24
9/20/2019,23
9/21/2019,23
9/22/2019,23
9/23/2019,23
9/24/2019,23
9/25/2019,23
9/26/2019,22
9/27/2019,22
9/28/2019,22
9/29/2019,21
9/30/2019,22
10/1/2019,22
10/2/2019,22
10/3/2019,19
10/4/2019,20
10/5/2019,19
10/6/2019,20
10/7/2019,19
10/8/2019,19
10/9/2019,18
10/10/2019,19
10/11/2019,19
10/12/2019,11
10/13/2019,20
10/14/2019,19
10/15/2019,19
10/16/2019,19
10/17/2019,15
10/18/2019,16
10/19/2019,12
10/20/2019,8
10/21/2019,8
10/22/2019,7
10/23/2019,12
10/24/2019,14
10/25/2019,14
10/26/2019,13
10/27/2019,15
10/28/2019,13
10/29/2019,11
10/30/2019,12
10/31/2019,15
11/1/2019,13
11/2/2019,9
11/3/2019,16
11/4/2019,16
11/5/2019,15
11/6/2019,15
11/7/2019,15
11/8/2019,15
11/9/2019,15
11/10/2019,15
11/11/2019,14
11/12/2019,14
11/13/2019,10
11/14/2019,14
11/15/2019,13
11/16/2019,13
11/17/2019,14
11/18/2019,13
11/19/2019,13
11/20/2019,13
11/21/2019,13
11/22/2019,12
11/23/2019,12
11/24/2019,12
11/25/2019,6
11/26/2019,12
11/27/2019,8
11/28/2019,9
11/29/2019,11
11/30/2019,11
12/1/2019,9
12/2/2019,8
12/3/2019,12
12/4/2019,10
12/5/2019,5
12/6/2019,10
12/7/2019,9
12/8/2019,8
12/9/2019,9
12/10/2019,10
12/11/2019,10
12/12/2019,7
12/13/2019,8
12/14/2019,9
12/15/2019,9
12/16/2019,10
12/17/2019,11
12/18/2019,11
12/19/2019,11
12/20/2019,11
12/21/2019,11
12/22/2019,10
12/23/2019,10
12/24/2019,11
12/25/2019,10
12/26/2019,7
12/27/2019,6
12/28/2019,9
12/29/2019,10
12/30/2019,11
12/31/2019,11
1/1/2020,4
1/2/2020,10
1/3/2020,9
1/4/2020,6
1/5/2020,7
1/6/2020,11
1/7/2020,11
1/8/2020,6
1/9/2020,10
1/10/2020,11
1/11/2020,12
1/12/2020,8
1/13/2020,6
1/14/2020,12
1/15/2020,12
1/16/2020,12
1/17/2020,7
1/18/2020,9
1/19/2020,9
1/20/2020,10
1/21/2020,12
1/22/2020,13
1/23/2020,13
1/24/2020,7
1/25/2020,14
1/26/2020,14
1/27/2020,14
1/28/2020,12
1/29/2020,11
1/30/2020,13
1/31/2020,10
2/1/2020,12
2/2/2020,14
2/3/2020,15
2/4/2020,11
2/5/2020,9
2/6/2020,15
2/7/2020,13
2/8/2020,10
2/9/2020,10
2/10/2020,9
2/11/2020,16
2/12/2020,15
2/13/2020,10
2/14/2020,16
2/15/2020,11
2/16/2020,11
2/17/2020,13
2/18/2020,17
2/19/2020,10
2/20/2020,16
2/21/2020,17
2/22/2020,11
2/23/2020,17
2/24/2020,17
2/25/2020,14
2/26/2020,19
2/27/2020,19
2/28/2020,12
2/29/2020,8
3/1/2020,14
3/2/2020,16
3/3/2020,20
3/4/2020,21
3/5/2020,19
3/6/2020,13
3/7/2020,11
3/8/2020,19
3/9/2020,21
3/10/2020,21
3/11/2020,19
3/12/2020,20
3/13/2020,8
3/14/2020,12
3/15/2020,19
3/16/2020,19
3/17/2020,17
3/18/2020,16
3/19/2020,21
3/20/2020,14
3/21/2020,16
3/22/2020,21
3/23/2020,24
3/24/2020,17
3/25/2020,8
3/26/2020,12
3/27/2020,15
3/28/2020,19
3/29/2020,14
3/30/2020,11
3/31/2020,23
4/1/2020,13
4/2/2020,18
4/3/2020,18
4/4/2020,19
4/5/2020,23
4/6/2020,18
4/7/2020,10
4/8/2020,24
4/9/2020,21
4/10/2020,15
4/11/2020,15
4/12/2020,23
4/13/2020,25
4/14/2020,28
4/15/2020,28
4/16/2020,13
4/17/2020,27
4/18/2020,27
4/19/2020,21
4/20/2020,22
4/21/2020,18
4/22/2020,18
4/23/2020,22
4/24/2020,23
4/25/2020,18
4/26/2020,15
4/27/2020,26
4/28/2020,22
4/29/2020,28
4/30/2020,24
5/1/2020,17
5/2/2020,20
5/3/2020,23
5/4/2020,21
5/5/2020,23
5/6/2020,18
5/7/2020,27
5/8/2020,25
5/9/2020,26
5/10/2020,21
5/11/2020,29
5/12/2020,32
5/13/2020,29
5/14/2020,32
5/15/2020,31
5/16/2020,30
5/17/2020,31
5/18/2020,30
5/19/2020,31
5/20/2020,32
5/21/2020,30
5/22/2020,31
5/23/2020,30
5/24/2020,24
5/25/2020,28
5/26/2020,33
5/27/2020,31
5/28/2020,29
5/29/2020,32
5/30/2020,33
5/31/2020,33
6/1/2020,32
6/2/2020,30
6/3/2020,29
6/4/2020,33
6/5/2020,33
6/6/2020,33
6/7/2020,34
6/8/2020,32
6/9/2020,33
6/10/2020,30
6/11/2020,28
6/12/2020,33
6/13/2020,33
6/14/2020,32
6/15/2020,22
6/16/2020,31
6/17/2020,32
6/18/2020,31
6/19/2020,32
6/20/2020,30
6/21/2020,25
6/22/2020,33
6/23/2020,33
6/24/2020,33
6/25/2020,33
6/26/2020,33
6/27/2020,32
6/28/2020,32
6/29/2020,32
6/30/2020,25
7/1/2020,22
7/2/2020,25
7/3/2020,32
7/4/2020,31
7/5/2020,30
7/6/2020,31
7/7/2020,31
7/8/2020,30
7/9/2020,28
7/10/2020,28
7/11/2020,30
7/12/2020,30
7/13/2020,21
7/14/2020,28
7/15/2020,32
7/16/2020,31
7/17/2020,30
7/18/2020,30
7/19/2020,31
7/20/2020,31
7/21/2020,31
7/22/2020,31
7/23/2020,30
7/24/2020,28
7/25/2020,30
7/26/2020,31
7/27/2020,30
7/28/2020,23
7/29/2020,29
7/30/2020,31
7/31/2020,31
8/1/2020,30
8/2/2020,29
8/3/2020,30
8/4/2020,29
8/5/2020,30
8/6/2020,31
8/7/2020,30
8/8/2020,30
8/9/2020,30
8/10/2020,29
8/11/2020,29
8/12/2020,29
8/13/2020,29
8/14/2020,28
8/15/2020,28
8/16/2020,27
8/17/2020,28
8/18/2020,28
8/19/2020,28
8/20/2020,29
8/21/2020,28
8/22/2020,24
8/23/2020,19
8/24/2020,28
8/25/2020,28
8/26/2020,28
8/27/2020,27
8/28/2020,27
8/29/2020,27
8/30/2020,27
8/31/2020,27
9/1/2020,24
9/2/2020,23
9/3/2020,26
9/4/2020,26
9/5/2020,26
9/6/2020,25
9/7/2020,25
9/8/2020,26
9/9/2020,25
9/10/2020,24
9/11/2020,24
9/12/2020,24
9/13/2020,23
9/14/2020,24
9/15/2020,24
9/16/2020,24
9/17/2020,24
9/18/2020,24
9/19/2020,23
9/20/2020,22
9/21/2020,22
9/22/2020,22
9/23/2020,22
9/24/2020,22
9/25/2020,19
9/26/2020,21
9/27/2020,22
9/28/2020,22
9/29/2020,21
9/30/2020,21
10/1/2020,20
10/2/2020,19
10/3/2020,20
10/4/2020,16
10/5/2020,19
10/6/2020,20
10/7/2020,19
10/8/2020,19
10/9/2020,20
10/10/2020,20
10/11/2020,18
10/12/2020,19
10/13/2020,19
10/14/2020,18
10/15/2020,13
10/16/2020,19
10/17/2020,18
10/18/2020,18
10/19/2020,18
10/20/2020,15
10/21/2020,16
10/22/2020,17
10/23/2020,18
10/24/2020,17
10/25/2020,15
10/26/2020,15
10/27/2020,16
10/28/2020,12
10/29/2020,15
10/30/2020,14
10/31/2020,9
11/1/2020,14
11/2/2020,6
11/3/2020,11
11/4/2020,11
11/5/2020,6
11/6/2020,8
11/7/2020,12
11/8/2020,15
11/9/2020,12
11/10/2020,12
11/11/2020,12
11/12/2020,12
11/13/2020,14
11/14/2020,13
11/15/2020,13
11/16/2020,7
11/17/2020,12
11/18/2020,13
11/19/2020,12
11/20/2020,10
11/21/2020,8
11/22/2020,12
11/23/2020,13
11/24/2020,12
11/25/2020,7
11/26/2020,3
11/27/2020,13
11/28/2020,10
11/29/2020,7
11/30/2020,11
12/1/2020,10
12/2/2020,11
12/3/2020,11
12/4/2020,11
12/5/2020,11
12/6/2020,11
12/7/2020,10
12/8/2020,10
12/9/2020,3
12/10/2020,10
12/11/2020,10
12/12/2020,9
12/13/2020,9
12/14/2020,5
12/15/2020,5
12/16/2020,8
12/17/2020,10
12/18/2020,11
12/19/2020,11
12/20/2020,11
12/21/2020,11
12/22/2020,8
12/23/2020,6
12/24/2020,8
12/25/2020,11
12/26/2020,11
12/27/2020,11
12/28/2020,11
12/29/2020,9
12/30/2020,11
12/31/2020,11
1/1/2021,11
1/2/2021,11
1/3/2021,7
1/4/2021,11
1/5/2021,12
1/6/2021,11
1/7/2021,10
1/8/2021,10
1/9/2021,11
1/10/2021,12
1/11/2021,11
1/12/2021,9
1/13/2021,7
1/14/2021,11
1/15/2021,10
1/16/2021,12
1/17/2021,9
1/18/2021,8
1/19/2021,7
1/20/2021,9
1/21/2021,13
1/22/2021,13
1/23/2021,14
1/24/2021,13
1/25/2021,14
1/26/2021,14
1/27/2021,10
1/28/2021,10
1/29/2021,13
1/30/2021,11
1/31/2021,10
2/1/2021,15
2/2/2021,14
2/3/2021,14
2/4/2021,12
2/5/2021,10
2/6/2021,15
2/7/2021,15
2/8/2021,14
2/9/2021,14
2/10/2021,10
2/11/2021,15
2/12/2021,16
2/13/2021,16
2/14/2021,17
2/15/2021,17
2/16/2021,11
2/17/2021,13
2/18/2021,8
2/19/2021,14
2/20/2021,11
2/21/2021,13
2/22/2021,18
2/23/2021,18
2/24/2021,18
2/25/2021,18
2/26/2021,19
2/27/2021,19
2/28/2021,19
3/1/2021,15
3/2/2021,15
3/3/2021,15
3/4/2021,16
3/5/2021,19
3/6/2021,21
3/7/2021,17
3/8/2021,15
3/9/2021,20
3/10/2021,17
3/11/2021,20
3/12/2021,9
3/13/2021,22
3/14/2021,17
3/15/2021,9
3/16/2021,20
3/17/2021,18
3/18/2021,18
3/19/2021,18
3/20/2021,19
3/21/2021,19
3/22/2021,18
3/23/2021,7
3/24/2021,18
3/25/2021,20
3/26/2021,16
3/27/2021,15
3/28/2021,25
3/29/2021,26
3/30/2021,24
3/31/2021,24
4/1/2021,24
4/2/2021,20
4/3/2021,14
4/4/2021,24
4/5/2021,22
4/6/2021,22
4/7/2021,23
4/8/2021,24
4/9/2021,19
4/10/2021,15
4/11/2021,26
4/12/2021,23
4/13/2021,20
4/14/2021,27
4/15/2021,26
4/16/2021,25
4/17/2021,23
4/18/2021,24
4/19/2021,19
4/20/2021,9
4/21/2021,26
4/22/2021,27
4/23/2021,30
4/24/2021,29
4/25/2021,28
4/26/2021,22
4/27/2021,25
4/28/2021,26
4/29/2021,26
4/30/2021,27
5/1/2021,17
5/2/2021,27
5/3/2021,30
5/4/2021,23
5/5/2021,25
5/6/2021,29
5/7/2021,14
5/8/2021,31
5/9/2021,23
5/10/2021,30
5/11/2021,32
5/12/2021,31
5/13/2021,29
5/14/2021,31
5/15/2021,31
5/16/2021,30
5/17/2021,29
5/18/2021,32
5/19/2021,32
5/20/2021,32
5/21/2021,32
5/22/2021,20
5/23/2021,29
5/24/2021,30
5/25/2021,21
5/26/2021,32
5/27/2021,33
5/28/2021,32
5/29/2021,32
5/30/2021,33
5/31/2021,33
6/1/2021,32
6/2/2021,32
6/3/2021,33
6/4/2021,33
6/5/2021,33
6/6/2021,33
6/7/2021,33
6/8/2021,33
6/9/2021,33
6/10/2021,33
6/11/2021,33
6/12/2021,33
6/13/2021,33
6/14/2021,33
6/15/2021,32
6/16/2021,33
6/17/2021,34
6/18/2021,33
6/19/2021,33
6/20/2021,31
6/21/2021,33
6/22/2021,33
6/23/2021,33
6/24/2021,34
6/25/2021,34
6/26/2021,33
6/27/2021,32
6/28/2021,31
6/29/2021,32
6/30/2021,33
7/1/2021,28
7/2/2021,29
7/3/2021,32
7/4/2021,33
7/5/2021,33
7/6/2021,33
7/7/2021,32
7/8/2021,33
7/9/2021,32
7/10/2021,32
7/11/2021,32
7/12/2021,32
7/13/2021,31
7/14/2021,30
7/15/2021,27
7/16/2021,29
7/17/2021,31
7/18/2021,30
7/19/2021,31
7/20/2021,31
7/21/2021,31
7/22/2021,31
7/23/2021,29
7/24/2021,31
7/25/2021,31
7/26/2021,31
7/27/2021,30
7/28/2021,29
7/29/2021,30
7/30/2021,30
7/31/2021,30
8/1/2021,25
8/2/2021,28
8/3/2021,30
8/4/2021,30
8/5/2021,30
8/6/2021,26
8/7/2021,20
8/8/2021,27
8/9/2021,28
8/10/2021,29
8/11/2021,29
8/12/2021,27
8/13/2021,27
8/14/2021,27
8/15/2021,28
8/16/2021,28
8/17/2021,28
8/18/2021,28
8/19/2021,28
8/20/2021,27
8/21/2021,26
8/22/2021,25
8/23/2021,26
8/24/2021,27
8/25/2021,28
8/26/2021,28
8/27/2021,28
8/28/2021,27
8/29/2021,26
8/30/2021,26
8/31/2021,27
9/1/2021,28
9/2/2021,26
9/3/2021,25
9/4/2021,26
9/5/2021,26
9/6/2021,26
9/7/2021,26
9/8/2021,26
9/9/2021,25
9/10/2021,25
9/11/2021,25
9/12/2021,25
9/13/2021,24
9/14/2021,24
9/15/2021,25
9/16/2021,24
9/17/2021,24
9/18/2021,23
9/19/2021,23
9/20/2021,23
9/21/2021,23
9/22/2021,23
9/23/2021,21
9/24/2021,20
9/25/2021,22
9/26/2021,23
9/27/2021,23
9/28/2021,22
9/29/2021,21
9/30/2021,18
10/1/2021,21
10/2/2021,21
10/3/2021,19
10/4/2021,20
10/5/2021,20
10/6/2021,20
10/7/2021,21
10/8/2021,20
10/9/2021,20
10/10/2021,20
10/11/2021,17
10/12/2021,18
10/13/2021,14
10/14/2021,17
10/15/2021,17
10/16/2021,18
10/17/2021,18
10/18/2021,15
10/19/2021,13
10/20/2021,14
10/21/2021,18
10/22/2021,18
10/23/2021,17
10/24/2021,17
10/25/2021,15
10/26/2021,16
10/27/2021,16
10/28/2021,16
10/29/2021,8
10/30/2021,6
10/31/2021,10
11/1/2021,9
11/2/2021,9
11/3/2021,13
11/4/2021,14
11/5/2021,15
11/6/2021,15
11/7/2021,15
11/8/2021,13
11/9/2021,14
11/10/2021,9
11/11/2021,9
11/12/2021,14
11/13/2021,14
11/14/2021,14
11/15/2021,12
11/16/2021,13
11/17/2021,14
11/18/2021,13
11/19/2021,11
11/20/2021,6
11/21/2021,11
11/22/2021,12
11/23/2021,12
11/24/2021,10
11/25/2021,9
11/26/2021,8
11/27/2021,11
11/28/2021,6
11/29/2021,11
11/30/2021,7
12/1/2021,10
12/2/2021,11
12/3/2021,12
12/4/2021,11
12/5/2021,6
12/6/2021,11
12/7/2021,11
12/8/2021,11
12/9/2021,4
12/10/2021,11
12/11/2021,11
12/12/2021,11
12/13/2021,10
12/14/2021,3
12/15/2021,10
12/16/2021,9
12/17/2021,6
12/18/2021,9
12/19/2021,8
12/20/2021,10
12/21/2021,8
12/22/2021,11
12/23/2021,10
12/24/2021,9
12/25/2021,11
12/26/2021,11
12/27/2021,11
12/28/2021,11
12/29/2021,10
12/30/2021,11
12/31/2021,11
1/1/2022,7
1/2/2022,9
1/3/2022,11
1/4/2022,5
1/5/2022,11
1/6/2022,11
1/7/2022,10
1/8/2022,11
1/9/2022,12
1/10/2022,7
1/11/2022,8
1/12/2022,7
1/13/2022,5
1/14/2022,9
1/15/2022,11
1/16/2022,8
1/17/2022,12
1/18/2022,11
1/19/2022,7
1/20/2022,9
1/21/2022,13
1/22/2022,13
1/23/2022,13
1/24/2022,10
1/25/2022,13
1/26/2022,11
1/27/2022,9
1/28/2022,11
1/29/2022,12
1/30/2022,11
1/31/2022,12
2/1/2022,14
2/2/2022,14
2/3/2022,14
2/4/2022,10
2/5/2022,14
2/6/2022,14
2/7/2022,15
2/8/2022,14
2/9/2022,13
2/10/2022,11
2/11/2022,15
2/12/2022,17
2/13/2022,16
2/14/2022,16
2/15/2022,16
2/16/2022,17
2/17/2022,18
2/18/2022,13
2/19/2022,17
2/20/2022,18
2/21/2022,14
2/22/2022,16
2/23/2022,15
2/24/2022,19
2/25/2022,17
2/26/2022,16
2/27/2022,19
2/28/2022,18
3/1/2022,11
3/2/2022,10
3/3/2022,4
3/4/2022,14
3/5/2022,14
3/6/2022,16
3/7/2022,21
3/8/2022,16
3/9/2022,11
3/10/2022,15
3/11/2022,15
3/12/2022,19
3/13/2022,19
3/14/2022,18
3/15/2022,21
3/16/2022,24
3/17/2022,19
3/18/2022,18
3/19/2022,18
3/20/2022,21
3/21/2022,22
3/22/2022,22
3/23/2022,21
3/24/2022,22
3/25/2022,21
3/26/2022,24
3/27/2022,21
3/28/2022,25
3/29/2022,25
3/30/2022,22
3/31/2022,25
4/1/2022,25
4/2/2022,24
