datetime,solarenergy
3/30/2022,24
3/31/2022,25
4/1/2022,24
4/2/2022,24
4/3/2022,24
4/4/2022,24
4/5/2022,24
4/6/2022,24
4/7/2022,24
4/8/2022,24
4/9/2022,24
4/10/2022,24
4/11/2022,22
4/12/2022,24
4/13/2022,23
4/14/2022,25
4/15/2022,26
4/16/2022,25
4/17/2022,24
4/18/2022,24
4/19/2022,24
4/20/2022,24
4/21/2022,25
4/22/2022,25
4/23/2022,25
4/24/2022,25
4/25/2022,25
4/26/2022,25
4/27/2022,25
4/28/2022,25
4/29/2022,25
4/30/2022,25
5/1/2022,25
5/2/2022,26
5/3/2022,25
5/4/2022,25
5/5/2022,23
5/6/2022,25
5/7/2022,25
5/8/2022,25
5/9/2022,25
5/10/2022,25
5/11/2022,26
5/12/2022,25
5/13/2022,26
5/14/2022,27
5/15/2022,26
5/16/2022,26
5/17/2022,26
5/18/2022,26
5/19/2022,26
5/20/2022,26
5/21/2022,27
5/22/2022,27
5/23/2022,28
5/24/2022,27
5/25/2022,26
5/26/2022,26
5/27/2022,25
5/28/2022,26
5/29/2022,26
5/30/2022,25
5/31/2022,26
6/1/2022,26
6/2/2022,27
6/3/2022,27
6/4/2022,27
6/5/2022,26
6/6/2022,26
6/7/2022,26
6/8/2022,26
6/9/2022,26
6/10/2022,26
6/11/2022,25
6/12/2022,25
6/13/2022,25
6/14/2022,25
6/15/2022,25
6/16/2022,25
6/17/2022,25
6/18/2022,25
6/19/2022,25
6/20/2022,26
6/21/2022,26
6/22/2022,25
6/23/2022,25
6/24/2022,26
6/25/2022,26
6/26/2022,26
6/27/2022,25
6/28/2022,25
6/29/2022,21
6/30/2022,24
7/1/2022,21
7/2/2022,21
7/3/2022,23
7/4/2022,11
7/5/2022,16
7/6/2022,17
7/7/2022,12
7/8/2022,20
7/9/2022,19
7/10/2022,20
7/11/2022,16
7/12/2022,24
7/13/2022,23
7/14/2022,17
7/15/2022,17
7/16/2022,15
7/17/2022,18
7/18/2022,20
7/19/2022,23
7/20/2022,22
7/21/2022,24
7/22/2022,18
7/23/2022,14
7/24/2022,17
7/25/2022,16
7/26/2022,4
7/27/2022,19
7/28/2022,17
7/29/2022,21
7/30/2022,21
7/31/2022,22
8/1/2022,24
8/2/2022,24
8/3/2022,24
8/4/2022,24
8/5/2022,18
8/6/2022,10
8/7/2022,14
8/8/2022,15
8/9/2022,21
8/10/2022,15
8/11/2022,20
8/12/2022,12
8/13/2022,7
8/14/2022,16
8/15/2022,19
8/16/2022,14
8/17/2022,12
8/18/2022,1
8/19/2022,2
8/20/2022,15
8/21/2022,8
8/22/2022,3
8/23/2022,3
8/24/2022,2
8/25/2022,3
8/26/2022,22
8/27/2022,14
8/28/2022,22
8/29/2022,21
8/30/2022,22
8/31/2022,22
9/1/2022,23
9/2/2022,22
9/3/2022,23
9/4/2022,23
9/5/2022,23
9/6/2022,22
9/7/2022,22
9/8/2022,22
9/9/2022,22
9/10/2022,22
9/11/2022,21
9/12/2022,15
9/13/2022,20
9/14/2022,21
9/15/2022,21
9/16/2022,22
9/17/2022,22
9/18/2022,22
9/19/2022,22
9/20/2022,21
9/21/2022,22
9/22/2022,21
9/23/2022,21
9/24/2022,21
9/25/2022,20
9/26/2022,20
9/27/2022,20
9/28/2022,20
9/29/2022,20
9/30/2022,20
10/1/2022,20
10/2/2022,20
10/3/2022,19
10/4/2022,20
10/5/2022,20
10/6/2022,20
10/7/2022,19
10/8/2022,19
10/9/2022,20
10/10/2022,19
10/11/2022,20
10/12/2022,19
10/13/2022,19
10/14/2022,19
10/15/2022,19
10/16/2022,19
10/17/2022,19
10/18/2022,19
10/19/2022,18
10/20/2022,18
10/21/2022,17
10/22/2022,18
10/23/2022,17
10/24/2022,17
10/25/2022,17
10/26/2022,17
10/27/2022,17
10/28/2022,17
10/29/2022,17
10/30/2022,17
10/31/2022,17
11/1/2022,16
11/2/2022,16
11/3/2022,17
11/4/2022,17
11/5/2022,16
11/6/2022,14
11/7/2022,16
11/8/2022,16
11/9/2022,15
11/10/2022,15
11/11/2022,15
11/12/2022,15
11/13/2022,15
11/14/2022,15
11/15/2022,15
11/16/2022,15
11/17/2022,15
11/18/2022,15
11/19/2022,14
11/20/2022,14
11/21/2022,14
11/22/2022,14
11/23/2022,15
11/24/2022,15
11/25/2022,14
11/26/2022,14
11/27/2022,14
11/28/2022,14
11/29/2022,12
11/30/2022,14
12/1/2022,13
12/2/2022,13
12/3/2022,14
12/4/2022,14
12/5/2022,14
12/6/2022,14
12/7/2022,13
12/8/2022,13
12/9/2022,13
12/10/2022,13
12/11/2022,13
12/12/2022,13
12/13/2022,14
12/14/2022,14
12/15/2022,14
12/16/2022,14
12/17/2022,14
12/18/2022,13
12/19/2022,13
12/20/2022,13
12/21/2022,14
12/22/2022,14
12/23/2022,14
12/24/2022,13
12/25/2022,14
12/26/2022,13
12/27/2022,13
12/28/2022,13
12/29/2022,13
12/30/2022,14
12/31/2022,14
1/1/2023,13
1/2/2023,14
1/3/2023,14
1/4/2023,14
1/5/2023,14
1/6/2023,14
1/7/2023,13
1/8/2023,14
1/9/2023,14
1/10/2023,14
1/11/2023,13
1/12/2023,14
1/13/2023,15
1/14/2023,15
1/15/2023,15
1/16/2023,15
1/17/2023,15
1/18/2023,14
1/19/2023,13
1/20/2023,15
1/21/2023,15
1/22/2023,15
1/23/2023,15
1/24/2023,15
1/25/2023,16
1/26/2023,16
1/27/2023,16
1/28/2023,16
1/29/2023,15
1/30/2023,16
1/31/2023,16
2/1/2023,16
2/2/2023,16
2/3/2023,16
2/4/2023,16
2/5/2023,16
2/6/2023,17
2/7/2023,17
2/8/2023,17
2/9/2023,17
2/10/2023,17
2/11/2023,17
2/12/2023,18
2/13/2023,18
2/14/2023,18
2/15/2023,18
2/16/2023,18
2/17/2023,19
2/18/2023,18
2/19/2023,19
2/20/2023,18
2/21/2023,19
2/22/2023,18
2/23/2023,18
2/24/2023,18
2/25/2023,19
2/26/2023,19
2/27/2023,19
2/28/2023,19
3/1/2023,19
3/2/2023,18
3/3/2023,18
3/4/2023,19
3/5/2023,19
3/6/2023,20
3/7/2023,20
3/8/2023,20
3/9/2023,20
3/10/2023,20
3/11/2023,18
3/12/2023,15
3/13/2023,21
3/14/2023,19
3/15/2023,14
3/16/2023,15
3/17/2023,21
3/18/2023,18
3/19/2023,19
3/20/2023,20
3/21/2023,21
3/22/2023,21
3/23/2023,18
3/24/2023,22
3/25/2023,23
3/26/2023,22
3/27/2023,22
3/28/2023,23
3/29/2023,22
3/30/2023,19
3/31/2023,23
4/1/2023,23
4/2/2023,23
4/3/2023,23
4/4/2023,23
4/5/2023,23
4/6/2023,24
4/7/2023,21
4/8/2023,24
4/9/2023,23
4/10/2023,17
4/11/2023,20
4/12/2023,24
4/13/2023,24
4/14/2023,24
4/15/2023,24
4/16/2023,23
4/17/2023,24
4/18/2023,21
4/19/2023,19
4/20/2023,25
4/21/2023,26
4/22/2023,26
4/23/2023,26
4/24/2023,23
4/25/2023,20
4/26/2023,19
4/27/2023,25
4/28/2023,17
4/29/2023,23
4/30/2023,20
5/1/2023,18
5/2/2023,24
5/3/2023,24
5/4/2023,22
5/5/2023,21
5/6/2023,23
5/7/2023,26
5/8/2023,27
5/9/2023,27
5/10/2023,27
5/11/2023,26
5/12/2023,25
5/13/2023,26
5/14/2023,25
5/15/2023,25
5/16/2023,25
5/17/2023,26
5/18/2023,25
5/19/2023,25
5/20/2023,26
5/21/2023,26
5/22/2023,24
5/23/2023,24
5/24/2023,23
5/25/2023,26
5/26/2023,27
5/27/2023,26
5/28/2023,25
5/29/2023,24
5/30/2023,25
5/31/2023,25
6/1/2023,25
6/2/2023,25
6/3/2023,25
6/4/2023,25
6/5/2023,25
6/6/2023,25
6/7/2023,25
6/8/2023,25
6/9/2023,25
6/10/2023,25
6/11/2023,25
6/12/2023,25
6/13/2023,24
6/14/2023,17
6/15/2023,17
6/16/2023,17
6/17/2023,24
6/18/2023,25
6/19/2023,25
6/20/2023,25
6/21/2023,25
6/22/2023,25
6/23/2023,25
6/24/2023,25
6/25/2023,25
6/26/2023,24
6/27/2023,22
6/28/2023,24
6/29/2023,22
6/30/2023,23
7/1/2023,25
7/2/2023,25
7/3/2023,25
7/4/2023,25
7/5/2023,24
7/6/2023,25
7/7/2023,25
7/8/2023,21
7/9/2023,22
7/10/2023,25
